statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;8;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;02;Hamburg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;363;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1992-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;8412;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1993-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;5;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2005-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;899;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;13;Mecklenburg-Vorpommern;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;9499;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1992-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;07;Rheinland-Pfalz;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;70;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1997-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;171;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2004-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;742;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2001-12-31;DLAND;Bundesländer;06;Hessen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;888;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1996-12-31;DLAND;Bundesländer;02;Hamburg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;14314;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;11;Berlin;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;31506;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;8522;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1995-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;9;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2005-12-31;DLAND;Bundesländer;14;Sachsen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;16;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;08;Baden-Württemberg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1489;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2002-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;717;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2001-12-31;DLAND;Bundesländer;08;Baden-Württemberg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;31897;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1997-12-31;DLAND;Bundesländer;06;Hessen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;20660;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;07;Rheinland-Pfalz;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;67;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1993-12-31;DLAND;Bundesländer;10;Saarland;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;120;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2001-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;764;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1997-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;9;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;14;Sachsen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1997-12-31;DLAND;Bundesländer;07;Rheinland-Pfalz;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;60;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;749;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;12;Brandenburg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2004-12-31;DLAND;Bundesländer;02;Hamburg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;20359;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1995-12-31;DLAND;Bundesländer;13;Mecklenburg-Vorpommern;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;3993;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1993-12-31;DLAND;Bundesländer;08;Baden-Württemberg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;22416;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2001-12-31;DLAND;Bundesländer;14;Sachsen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;8;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2005-12-31;DLAND;Bundesländer;06;Hessen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;30233;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;12;Brandenburg;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;32;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1996-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;8;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;07;Rheinland-Pfalz;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;69;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;14;Sachsen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;39;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1996-12-31;DLAND;Bundesländer;12;Brandenburg;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;19;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1995-12-31;DLAND;Bundesländer;11;Berlin;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;2153;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2001-12-31;DLAND;Bundesländer;01;Schleswig-Holstein;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;16147;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;16;Thüringen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;11;Berlin;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1312;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1996-12-31;DLAND;Bundesländer;07;Rheinland-Pfalz;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;67;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2004-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;20306;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2004-12-31;DLAND;Bundesländer;06;Hessen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1308;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;12;Brandenburg;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;28;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;12;Brandenburg;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;7;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2002-12-31;DLAND;Bundesländer;05;Nordrhein-Westfalen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;88471;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;03;Niedersachsen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;33047;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;18;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1992-12-31;DLAND;Bundesländer;02;Hamburg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;495;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1993-12-31;DLAND;Bundesländer;06;Hessen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1035;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;14;Sachsen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;11;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;01;Schleswig-Holstein;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;533;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2001-12-31;DLAND;Bundesländer;02;Hamburg;KRPGR4;Körperschaftsgruppen;KRPZWECKV01;Zweckverbände;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1993-12-31;DLAND;Bundesländer;01;Schleswig-Holstein;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;11624;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1996-12-31;DLAND;Bundesländer;15;Sachsen-Anhalt;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1997-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2005-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;141;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1995-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;14296;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;796;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;05;Nordrhein-Westfalen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;56950;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;16;Thüringen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;3028;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;03;Niedersachsen;KRPGR4;Körperschaftsgruppen;KRPZWECKV01;Zweckverbände;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;330;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;10;Saarland;KRPGR4;Körperschaftsgruppen;KRPZWECKV01;Zweckverbände;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;822;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2002-12-31;DLAND;Bundesländer;11;Berlin;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1995-12-31;DLAND;Bundesländer;05;Nordrhein-Westfalen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;61712;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1994-12-31;DLAND;Bundesländer;01;Schleswig-Holstein;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;12086;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2002-12-31;DLAND;Bundesländer;03;Niedersachsen;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1214;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1993-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1996-12-31;DLAND;Bundesländer;09;Bayern;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;16280;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2005-12-31;DLAND;Bundesländer;12;Brandenburg;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;05;Nordrhein-Westfalen;KRPGR4;Körperschaftsgruppen;KRPZWECKV01;Zweckverbände;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;3590;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1998-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;07;Rheinland-Pfalz;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;516;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;1999-12-31;DLAND;Bundesländer;04;Bremen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2003-12-31;DLAND;Bundesländer;06;Hessen;KRPGR4;Körperschaftsgruppen;KRPGEMEIN01;Gemeinden / Gemeindeverbände;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;1275;Mill. EUR;SLD001;Schulden;e
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2000-12-31;DLAND;Bundesländer;13;Mecklenburg-Vorpommern;KRPGR4;Körperschaftsgruppen;KRPLAENDER01;Länder;SLD007;Schuldenarten;SLDOEFFHH02;Schulden bei öffentlichen Haushalten;-;Mill. EUR;SLD001;Schulden;
71321;Jährliche Schulden d. öffentlichen Gesamthaushalts;STAG;Stichtag;2004-12-31;DLAND;Bundesländer;02;Hamburg;KRPGR4;Körperschaftsgruppen;KRPZWECKV01;Zweckverbände;SLD007;Schuldenarten;SLDKREDIT02;Kreditmarktschulden;-;Mill. EUR;SLD001;Schulden;
